START_NODE
274, 354
DELIVERY_NODES
369, 399
374, 372
410, 370
380, 393
432, 401
437, 442
443, 413
465, 324
402, 352
415, 372
378, 354
414, 407
469, 323
453, 341
434, 376
422, 425
366, 423
413, 382
393, 380
437, 432
411, 416
445, 368
378, 333
438, 421
380, 431
60, 500
55, 461
99, 500
45, 457
115, 484
29, 468
40, 488
87, 445
85, 492
58, 437
41, 439
126, 500
26, 498
74, 476
83, 463
40, 486
102, 445
74, 500
34, 500
76, 455
111, 476
31, 500
71, 445
108, 488
51, 447
134, 479
108, 477
80, 486
84, 461
138, 428
161, 468
110, 486
58, 491
62, 500
105, 408
98, 465
133, 455
70, 479
71, 426
115, 403
53, 488
115, 477
77, 427
77, 427
158, 489
57, 492
135, 459
130, 442
72, 458
129, 402
252, 328
185, 332
231, 318
226, 335
292, 401
191, 344
218, 357
239, 357
184, 330
257, 383
168, 300
270, 376
194, 306
252, 341
215, 412
218, 322
259, 398
190, 391
263, 305
209, 370
280, 317
260, 378
247, 298
176, 346
248, 377
