START_NODE
83, 371
DELIVERY_NODES
222, 4
177, 0
151, 0
148, 14
157, 45
160, 43
215, 60
211, 89
171, 37
179, 0
240, 65
107, 0
215, 40
207, 91
224, 9
227, 55
200, 40
217, 64
128, 0
235, 20
232, 0
115, 0
211, 89
212, 35
129, 76
229, 20
183, 1
162, 0
114, 94
117, 5
171, 44
102, 85
155, 10
127, 14
101, 0
161, 85
135, 0
130, 6
168, 22
172, 0
178, 43
225, 100
401, 300
391, 290
420, 355
425, 312
377, 316
362, 362
410, 323
349, 317
372, 347
371, 302
387, 369
347, 318
374, 387
356, 335
421, 303
397, 375
378, 306
422, 350
354, 322
381, 319
415, 378
437, 384
407, 366
420, 315
357, 369
338, 329
347, 298
376, 300
376, 319
339, 291
438, 299
386, 337
402, 313
361, 383
381, 317
386, 345
372, 361
433, 335
336, 337
350, 348
403, 331
354, 341
438, 381
189, 219
253, 131
218, 205
162, 110
175, 148
245, 127
229, 176
257, 111
250, 115
194, 198
176, 210
203, 162
253, 121
222, 221
187, 209
162, 152
233, 166
167, 126
257, 121
268, 140
172, 150
204, 131
192, 154
231, 170
172, 126
227, 209
212, 137
249, 132
247, 152
251, 154
263, 192
225, 219
158, 112
250, 223
260, 228
240, 202
186, 117
239, 181
249, 180
199, 155
240, 180
175, 183
197, 159
80, 103
82, 143
137, 157
153, 86
82, 203
140, 123
175, 79
81, 160
157, 149
83, 123
175, 69
147, 131
164, 97
95, 146
66, 176
76, 101
165, 172
101, 165
98, 173
61, 102
133, 107
194, 81
154, 120
187, 199
136, 96
63, 181
89, 117
180, 168
199, 201
127, 108
156, 184
60, 108
84, 201
185, 153
126, 137
84, 59
66, 171
185, 133
122, 59
172, 202
68, 67
60, 160
100, 203
255, 226
175, 263
181, 273
263, 318
206, 292
254, 313
237, 267
205, 332
189, 246
254, 303
205, 331
253, 297
238, 271
186, 251
173, 312
214, 323
231, 292
201, 301
213, 283
213, 327
224, 326
170, 324
225, 240
203, 248
263, 225
200, 233
169, 320
221, 311
175, 296
233, 319
229, 310
261, 250
255, 243
168, 292
226, 323
196, 294
178, 319
243, 234
237, 302
258, 271
263, 268
196, 318
172, 271
150, 166
201, 232
186, 214
143, 185
193, 221
192, 236
165, 214
169, 229
121, 206
160, 195
160, 167
170, 243
134, 212
144, 160
134, 161
172, 195
119, 160
151, 241
146, 190
159, 160
180, 201
188, 180
160, 238
203, 231
123, 163
159, 237
169, 219
207, 215
160, 159
149, 163
150, 246
179, 217
165, 194
143, 183
145, 180
144, 192
123, 193
154, 231
159, 235
119, 199
140, 229
161, 208
126, 207
272, 383
191, 413
182, 363
229, 387
193, 397
179, 382
261, 363
203, 412
268, 456
235, 412
203, 409
257, 415
212, 378
180, 440
219, 365
241, 371
246, 435
217, 377
243, 409
252, 411
172, 432
194, 454
200, 365
222, 439
225, 409
193, 399
272, 450
230, 379
253, 443
219, 412
259, 403
219, 380
237, 434
210, 453
218, 440
175, 447
257, 432
174, 378
238, 416
254, 460
240, 359
209, 393
192, 436
