START_NODE
27, 302
DELIVERY_NODES
86, 114
494, 155
185, 142
382, 135
51, 218
479, 331
145, 378
325, 401
114, 441
378, 184
240, 344
480, 100
177, 325
489, 385
205, 388
395, 368
99, 365
459, 10
488, 493
261, 102
469, 463
105, 198
195, 351
142, 10
24, 75
485, 49
422, 410
434, 204
93, 355
34, 25
32, 130
468, 57
144, 330
101, 190
243, 431
227, 193
496, 38
47, 20
188, 316
27, 204
225, 340
447, 245
368, 262
177, 59
80, 53
292, 25
435, 307
198, 413
118, 296
425, 316
380, 325
84, 192
52, 4
147, 132
167, 382
28, 14
453, 492
498, 289
173, 95
96, 235
396, 323
144, 410
43, 294
334, 271
121, 39
339, 255
198, 202
111, 2
431, 95
159, 346
240, 428
273, 114
356, 463
105, 260
121, 5
256, 161
311, 121
144, 351
319, 265
36, 245
0, 359
80, 151
102, 103
84, 201
195, 65
265, 215
475, 147
48, 163
317, 238
468, 39
417, 198
340, 289
21, 471
210, 77
355, 62
303, 326
320, 133
102, 333
27, 460
345, 451
