START_NODE
184, 380
DELIVERY_NODES
84, 393
127, 300
232, 331
203, 287
96, 337
100, 301
122, 418
154, 359
75, 357
111, 458
218, 421
103, 358
238, 329
90, 328
197, 425
72, 385
116, 308
192, 355
195, 322
81, 343
163, 398
207, 289
160, 409
77, 443
125, 375
142, 164
152, 217
125, 248
255, 166
129, 266
115, 282
220, 236
75, 168
101, 219
236, 311
130, 229
239, 263
280, 187
147, 109
142, 282
221, 111
165, 191
123, 175
227, 247
253, 143
247, 214
146, 160
263, 156
140, 157
213, 217
224, 379
189, 363
287, 240
73, 256
133, 387
166, 257
176, 378
135, 228
147, 250
236, 239
148, 301
80, 245
55, 291
187, 337
115, 353
250, 262
272, 332
151, 255
427, 170
257, 202
282, 228
297, 210
388, 152
333, 164
413, 275
242, 150
368, 228
279, 136
337, 128
408, 150
343, 144
376, 246
366, 275
337, 261
267, 241
363, 162
388, 212
374, 229
251, 138
235, 128
409, 194
375, 263
392, 128
360, 100
260, 124
333, 117
364, 234
246, 127
302, 254
397, 254
