START_NODE
36, 82
DELIVERY_NODES
344, 282
20, 411
52, 5
413, 48
183, 358
395, 19
445, 364
146, 288
37, 241
163, 158
297, 56
367, 260
61, 107
107, 388
360, 315
350, 208
227, 254
51, 405
320, 185
87, 280
402, 256
319, 117
23, 416
11, 55
60, 380
213, 244
1, 307
397, 272
349, 345
379, 460
177, 256
307, 345
1, 364
238, 444
112, 60
397, 44
352, 420
443, 284
249, 240
329, 254
344, 253
410, 241
446, 163
405, 204
71, 387
281, 440
357, 236
355, 80
356, 182
492, 188
287, 134
84, 195
258, 41
72, 185
131, 212
96, 342
204, 497
175, 229
207, 108
55, 254
170, 265
2, 272
274, 54
466, 218
286, 472
282, 116
208, 64
250, 333
239, 308
62, 309
341, 400
420, 146
105, 271
458, 368
353, 447
291, 338
426, 42
169, 335
493, 194
144, 146
454, 171
384, 470
400, 200
73, 319
231, 489
428, 494
426, 72
77, 27
257, 96
147, 1
132, 430
497, 375
387, 479
155, 75
202, 471
169, 348
240, 119
377, 425
39, 288
127, 120
