START_NODE
369, 102
DELIVERY_NODES
240, 187
237, 129
206, 180
290, 293
263, 226
150, 211
166, 282
223, 267
308, 190
213, 273
329, 307
369, 277
240, 159
197, 337
173, 282
218, 173
252, 142
212, 174
328, 87
231, 46
261, 77
423, 160
181, 59
234, 77
263, 137
340, 139
187, 152
179, 0
363, 70
210, 133
336, 25
219, 77
214, 196
305, 181
246, 45
212, 124
240, 0
305, 68
225, 31
376, 56
107, 244
213, 163
196, 108
194, 54
77, 178
82, 64
92, 174
55, 165
151, 67
117, 86
225, 38
195, 60
213, 108
143, 155
87, 182
225, 67
252, 144
144, 184
202, 112
92, 73
97, 274
195, 191
239, 93
172, 180
169, 190
236, 132
88, 141
89, 278
62, 154
149, 255
67, 144
132, 171
53, 295
87, 149
170, 112
117, 281
222, 216
231, 285
91, 108
193, 258
221, 213
148, 397
129, 301
195, 405
71, 417
202, 277
63, 324
60, 315
80, 270
167, 395
61, 274
90, 436
113, 286
191, 378
179, 355
173, 302
123, 284
78, 386
182, 334
224, 281
