START_NODE
316, 463
DELIVERY_NODES
499, 274
420, 413
412, 233
396, 267
290, 377
266, 404
412, 386
464, 249
266, 301
374, 304
339, 392
410, 430
307, 402
414, 229
346, 354
392, 291
319, 367
454, 370
393, 251
427, 389
414, 382
255, 369
347, 292
458, 397
413, 270
449, 269
431, 249
109, 354
226, 209
265, 203
241, 279
181, 201
232, 335
131, 213
146, 213
286, 220
113, 351
192, 369
171, 166
125, 288
109, 204
183, 234
202, 219
108, 324
228, 278
203, 175
91, 182
139, 258
60, 201
220, 307
97, 222
240, 229
237, 272
253, 223
123, 146
102, 308
214, 238
157, 299
246, 297
327, 301
361, 356
317, 365
297, 283
324, 336
400, 257
415, 285
308, 403
428, 291
271, 240
475, 229
372, 276
403, 402
412, 341
402, 340
417, 384
353, 251
448, 311
288, 309
346, 360
358, 285
336, 314
377, 294
313, 367
320, 413
341, 281
361, 292
417, 275
452, 378
442, 375
432, 390
326, 384
439, 204
384, 345
371, 319
408, 291
318, 396
442, 387
392, 272
431, 341
375, 272
