START_NODE
367, 28
DELIVERY_NODES
352, 250
329, 299
266, 293
247, 258
200, 284
216, 232
208, 360
339, 361
198, 302
305, 304
215, 186
307, 208
245, 189
311, 316
342, 289
296, 213
259, 365
296, 251
237, 230
229, 326
151, 204
187, 299
274, 205
198, 238
269, 196
148, 365
212, 184
203, 323
200, 333
335, 178
307, 257
345, 252
381, 397
260, 399
398, 308
314, 385
365, 418
371, 312
394, 403
298, 319
288, 351
359, 274
249, 378
381, 277
379, 287
430, 313
387, 343
402, 293
191, 284
394, 420
292, 407
282, 427
363, 398
386, 345
304, 391
373, 385
322, 397
73, 112
229, 181
70, 70
137, 112
80, 199
226, 113
148, 139
219, 203
67, 217
168, 82
284, 158
64, 135
231, 71
220, 228
203, 161
177, 132
155, 191
132, 157
183, 89
136, 62
115, 125
244, 67
220, 131
223, 42
285, 185
393, 232
384, 137
415, 295
315, 191
286, 266
372, 181
432, 295
276, 145
348, 186
200, 241
277, 190
365, 242
252, 134
242, 245
302, 233
249, 231
257, 152
362, 306
