START_NODE
310, 264
DELIVERY_NODES
183, 287
283, 339
45, 397
380, 250
446, 168
4, 465
47, 142
380, 101
353, 62
242, 68
425, 145
342, 366
224, 178
324, 93
307, 97
181, 418
215, 365
305, 271
10, 340
134, 369
246, 272
430, 289
87, 427
211, 307
269, 259
359, 194
48, 128
348, 17
328, 35
70, 156
493, 458
452, 310
327, 266
342, 474
371, 444
304, 351
74, 76
177, 466
180, 271
163, 293
357, 205
26, 131
352, 107
292, 171
377, 123
175, 300
265, 86
411, 482
457, 102
252, 328
388, 191
144, 463
313, 260
297, 20
321, 46
53, 53
334, 64
499, 160
98, 129
91, 389
240, 29
260, 263
267, 368
381, 423
142, 477
125, 426
343, 222
119, 152
288, 364
47, 389
350, 371
464, 100
348, 300
431, 15
421, 356
284, 287
20, 468
215, 381
440, 334
387, 105
362, 400
223, 175
194, 436
207, 228
16, 176
49, 140
163, 135
197, 26
111, 498
132, 459
429, 85
220, 417
359, 102
105, 81
371, 405
4, 204
448, 381
25, 143
48, 79
88, 385
