START_NODE
458, 391
DELIVERY_NODES
52, 67
302, 474
347, 327
29, 95
71, 144
480, 178
326, 198
16, 150
478, 161
402, 339
240, 409
51, 119
379, 215
227, 464
334, 83
36, 7
134, 216
163, 136
367, 74
482, 199
311, 307
213, 1
428, 98
267, 267
371, 144
161, 181
425, 244
342, 211
323, 43
183, 23
358, 493
21, 54
44, 331
193, 140
499, 222
28, 359
95, 312
468, 204
288, 3
84, 142
242, 307
131, 259
65, 30
441, 189
53, 119
166, 362
258, 90
435, 333
305, 324
308, 470
147, 138
24, 60
160, 140
360, 481
96, 461
379, 78
414, 210
160, 6
70, 341
450, 282
313, 136
328, 223
476, 270
208, 440
186, 50
319, 78
346, 74
220, 477
357, 363
234, 333
353, 300
356, 96
356, 137
430, 100
377, 383
142, 173
199, 109
182, 104
349, 361
82, 401
113, 338
19, 499
141, 410
381, 327
310, 344
314, 473
111, 5
307, 319
223, 411
8, 98
457, 78
361, 38
300, 15
320, 194
249, 332
36, 358
324, 463
231, 127
209, 450
3, 17
